Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2022,DC,District of Columbia,District of Columbia,11001,11001000102,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,6.4,,,5.6,7.3,3417,2929,POINT (-77.0620045 38.905422),11001000102,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001010601,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,7.2,,,6.2,8.3,2130,2023,POINT (-77.0063018 38.907653),11001010601,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001005503,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,25.2,,,21.6,28.8,2492,2330,POINT (-77.0523495 38.9062488),11001005503,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,DC,District of Columbia,District of Columbia,11001,11001009400,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.6,,,73.3,81.4,4424,3564,POINT (-76.9742464 38.9368061),11001009400,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001009810,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,10.1,,,9.2,10.9,2461,1749,POINT (-77.0037886 38.826037),11001009810,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009601,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,14.7,,,13.2,16.3,2086,1553,POINT (-76.9490606 38.90913),11001009601,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001000802,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,7.7,,,7.1,8.5,3327,2669,POINT (-77.0896118 38.9126765),11001000802,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001005900,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.4,,,1.3,1.5,2617,2543,POINT (-77.0149475 38.8959944),11001005900,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009400,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,73.4,,,69.3,77.2,4424,3564,POINT (-76.9742464 38.9368061),11001009400,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001004002,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,79.5,,,73.6,84.5,3291,3095,POINT (-77.0437209 38.9181186),11001004002,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,DC,District of Columbia,District of Columbia,11001,11001007709,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,16.6,,,15.3,18.1,2072,1643,POINT (-76.9675363 38.879862),11001007709,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2022,DC,District of Columbia,District of Columbia,11001,11001004100,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.0,,,8.0,10.1,2836,2606,POINT (-77.0516151 38.9159337),11001004100,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001009102,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,8.1,,,7.3,8.9,4608,3683,POINT (-76.9888946 38.9187926),11001009102,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001009511,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,12.4,,,11.0,13.9,2066,2042,POINT (-77.0010516 38.9372097),11001009511,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007807,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,19.9,,,16.6,23.5,2114,1622,POINT (-76.9210632 38.8985783),11001007807,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001007408,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,49.0,,,42.6,55.4,2867,1884,POINT (-76.9706266 38.8525662),11001007408,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001002301,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,20.0,,,16.8,23.5,3266,2592,POINT (-77.0165915 38.942552),11001002301,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001000400,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,10.0,,,8.1,12.1,1643,1410,POINT (-77.0649214 38.9227989),11001000400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001004402,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.2,,,5.9,8.7,2755,2485,POINT (-77.0270354 38.9155152),11001004402,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001000902,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,6.8,,,6.0,7.6,2317,1731,POINT (-77.1077517 38.9285125),11001000902,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001002802,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,9.0,,,8.0,10.1,4685,3955,POINT (-77.0346327 38.9294344),11001002802,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001006900,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,6.2,,,5.6,6.8,2799,2294,POINT (-76.9873112 38.8836933),11001006900,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2022,DC,District of Columbia,District of Columbia,11001,11001008100,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,26.0,,,21.3,31.0,3153,2601,POINT (-76.9925272 38.893171),11001008100,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001002704,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.1,,,1.9,2.3,2993,2480,POINT (-77.0427534 38.9345766),11001002704,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001000400,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.8,9.9,1643,1410,POINT (-77.0649214 38.9227989),11001000400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001007407,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,76.2,,,71.5,80.4,3491,2591,POINT (-76.9850206 38.8574823),11001007407,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001003100,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,1.6,,,1.4,1.7,3873,3329,POINT (-77.0254235 38.930617),11001003100,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2021,DC,District of Columbia,District of Columbia,11001,11001008302,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,90.0,,,87.6,92.1,3026,2557,POINT (-76.9966527 38.8963061),11001008302,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2022,DC,District of Columbia,District of Columbia,11001,11001003500,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,30.1,,,25.0,35.6,4801,4489,POINT (-77.024341 38.9223765),11001003500,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001009802,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,43.3,,,37.0,49.5,2064,1375,POINT (-76.9965578 38.8307312),11001009802,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2022,DC,District of Columbia,District of Columbia,11001,11001010300,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,19.8,,,16.6,23.3,3604,2818,POINT (-77.0271875 38.9761556),11001010300,HLTHOUT,DEPRESSION,CrdPrv,Depression
2021,DC,District of Columbia,District of Columbia,11001,11001009804,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,33.4,,,29.5,37.5,2517,1872,POINT (-76.997258 38.8420148),11001009804,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001000101,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,4.6,,,4.0,5.2,1406,1288,POINT (-77.0547765 38.9076994),11001000101,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2022,DC,District of Columbia,District of Columbia,11001,11001006700,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,5.7,,,5.0,6.4,3927,3311,POINT (-76.989959 38.8875984),11001006700,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001004704,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,10.5,,,9.7,11.3,1945,1339,POINT (-77.0114767 38.904566),11001004704,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2022,DC,District of Columbia,District of Columbia,11001,11001007903,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,14.4,,,13.1,15.9,1865,1509,POINT (-76.9743021 38.8964252),11001007903,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2022,DC,District of Columbia,District of Columbia,11001,11001004600,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,68.5,,,63.3,73.4,3543,3101,POINT (-77.0133001 38.9097456),11001004600,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001003802,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,2.6,,,2.4,2.9,3911,3546,POINT (-77.0393505 38.922971),11001003802,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2022,DC,District of Columbia,District of Columbia,11001,11001009503,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,77.9,,,73.6,81.6,3106,2532,POINT (-76.9845276 38.9434458),11001009503,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001002301,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.4,,,9.2,11.6,3266,2592,POINT (-77.0165915 38.942552),11001002301,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001007301,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.1,,,20.3,28.1,3841,2645,POINT (-77.024445 38.834928),11001007301,HLTHOUT,DEPRESSION,CrdPrv,Depression
2022,DC,District of Columbia,District of Columbia,11001,11001007403,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,43.9,,,39.1,49.1,2613,1698,POINT (-76.9743805 38.8484714),11001007403,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001002201,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,7.0,,,6.3,7.6,3485,2755,POINT (-77.0232932 38.9491337),11001002201,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2022,DC,District of Columbia,District of Columbia,11001,11001008802,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.5,,,14.5,20.7,4360,3741,POINT (-76.9866786 38.9039498),11001008802,RISKBEH,LPA,CrdPrv,Physical Inactivity
2022,DC,District of Columbia,District of Columbia,11001,11001002802,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,25.0,,,21.7,28.8,4685,3955,POINT (-77.0346327 38.9294344),11001002802,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2022,DC,District of Columbia,District of Columbia,11001,11001008903,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,37.2,,,32.7,42.2,3062,2404,POINT (-76.977718 38.9041579),11001008903,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001006802,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,76.5,,,72.6,80.0,2580,2055,POINT (-76.9814483 38.8832158),11001006802,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,DC,District of Columbia,District of Columbia,11001,11001010603,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,1.8,,,1.6,1.9,3068,2990,POINT (-77.0063567 38.9011144),11001010603,DISABLT,VISION,CrdPrv,Vision Disability
2022,DC,District of Columbia,District of Columbia,11001,11001004600,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,11.2,,,9.7,12.7,3543,3101,POINT (-77.0133001 38.9097456),11001004600,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001009508,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,8.5,,,7.6,9.5,4243,3497,POINT (-76.9985582 38.9536826),11001009508,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2021,DC,District of Columbia,District of Columbia,11001,11001007404,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,69.8,,,66.5,72.9,3637,2449,POINT (-76.9820932 38.8503364),11001007404,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2022,DC,District of Columbia,District of Columbia,11001,11001000704,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,7.3,,,6.3,8.3,2753,2430,POINT (-77.0752384 38.9300215),11001000704,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001003702,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.9,,,6.8,11.5,2906,2421,POINT (-77.0343972 38.9249042),11001003702,PREVENT,ACCESS2,CrdPrv,Health Insurance
2022,DC,District of Columbia,District of Columbia,11001,11001009503,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,11.1,,,9.9,12.4,3106,2532,POINT (-76.9845276 38.9434458),11001009503,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001008002,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,70.3,,,65.2,75.1,3366,2690,POINT (-76.9827594 38.8915403),11001008002,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2022,DC,District of Columbia,District of Columbia,11001,11001004001,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,3.1,,,2.7,3.5,3941,3596,POINT (-77.0462674 38.9208738),11001004001,DISABLT,HEARING,CrdPrv,Hearing Disability
2022,DC,District of Columbia,District of Columbia,11001,11001004704,BRFSS,Disability,Any disability among adults,%,Crude prevalence,38.8,,,34.6,43.1,1945,1339,POINT (-77.0114767 38.904566),11001004704,DISABLT,DISABILITY,CrdPrv,Any Disability
2022,DC,District of Columbia,District of Columbia,11001,11001005001,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,,,7.8,9.9,2012,1874,POINT (-77.0295088 38.9119619),11001005001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2022,DC,District of Columbia,District of Columbia,11001,11001008803,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,11.4,,,10.1,12.9,4036,3569,POINT (-76.9913622 38.9104603),11001008803,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat
2022,DC,District of Columbia,District of Columbia,11001,11001002802,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,20.1,,,18.0,22.4,4685,3955,POINT (-77.0346327 38.9294344),11001002802,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2022,DC,District of Columbia,District of Columbia,11001,11001004202,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,5.7,,,5.1,6.4,2850,2736,POINT (-77.0430254 38.9134023),11001004202,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2021,DC,District of Columbia,District of Columbia,11001,11001004202,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,23.8,,,20.6,27.3,2850,2736,POINT (-77.0430254 38.9134023),11001004202,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2022,DC,District of Columbia,District of Columbia,11001,11001007804,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,41.2,,,36.7,46.3,3499,2674,POINT (-76.9313427 38.8942107),11001007804,SOCLNEED,ISOLATION,CrdPrv,Social Isolation
2022,DC,District of Columbia,District of Columbia,11001,11001010201,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,5.7,,,4.6,7.0,3341,3192,POINT (-77.0184625 38.8779576),11001010201,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,DC,District of Columbia,District of Columbia,11001,11001007504,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,19.0,,,16.7,21.4,2730,1960,POINT (-76.9796257 38.8609955),11001007504,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2022,DC,District of Columbia,District of Columbia,11001,11001002400,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,8.0,,,7.1,8.9,4095,3488,POINT (-77.0224058 38.9417822),11001002400,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2022,DC,District of Columbia,District of Columbia,11001,11001000702,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,29.6,,,25.6,33.6,3452,3175,POINT (-77.077893 38.9241271),11001000702,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,DC,District of Columbia,District of Columbia,11001,11001009201,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,15.7,,,14.1,17.4,3103,2663,POINT (-76.9990184 38.9287161),11001009201,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2022,DC,District of Columbia,District of Columbia,11001,11001007408,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,26.5,,,24.4,28.8,2867,1884,POINT (-76.9706266 38.8525662),11001007408,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2022,DC,District of Columbia,District of Columbia,11001,11001005004,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,9.1,,,8.1,10.2,3861,3532,POINT (-77.0283862 38.907252),11001005004,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2021,DC,District of Columbia,District of Columbia,11001,11001000201,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,12.4,,,10.2,15.0,4108,4079,POINT (-77.0743418 38.9092171),11001000201,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
