X,Y,NAME,ADDRESS,LICENSE_NUMBER,LICENSE_TYPE,LICENSE_ISSUE_DATE,LICENSE_EXPIRATION_DATE,WARD,ZIPCODE,CONTACT_TYPE,EMAIL,PHONE,FAX_NUMBER,START_TIME,END_TIME,POINT_OF_CONTACT,OTHER_CONTACT_DESCRIPTION,C_O_HO_PERMIT_ISSUED_DATE,FIRE_INSPECTION_DATE,NUMBER_OF_INFANTS,NUMBER_OF_PRESCHOOL_CHILDREN,NUMBER_OF_TODDLERS,NUM_OF_SCHOOL_AGE_CHILDREN,AUTHORIZED_CAPACITY,INSPECTOR_ASSIGNED,LATITUDE,LONGITUDE,XCOORD,YCOORD,MAR_MATCHADDRESS,MARID,OBJECTID
-8569579.76687505,4713368.13628564,Playsafe Play House Childcare Home,"1703 Bunker Hill RD, NE ",CDX-102979,Full License,2024/10/24 04:00:00+00,2027/09/30 04:00:00+00,5,20017,Home Provider,mestawet2sara@gmail.com,(202) 625-5054,,,,Mestawet Dejene,,2024/07/26 04:00:00+00,2024/07/18 04:00:00+00,6,0,3,0,9,yesset.makonnen@dc.gov,38.94200067,-76.98184255,401574.12,141567.85,1703 BUNKER HILL ROAD NE,57863,140398
-8565082.73171529,4702870.81800868,A Place to Grow Child Development  Home,"4235 Fort Dupont TER, SE ",CDX-102980,Full License,2024/10/25 04:00:00+00,2027/10/31 04:00:00+00,7,20020,Home Provider,growandgrowcdh@gmail.com,(202) 629-4605,,,,Sharde Bushrod,,2024/07/22 04:00:00+00,2024/07/10 04:00:00+00,2,2,2,0,6,kimberly.handon-lindsey@dc.gov,38.86861863,-76.94144501,405081.52,133423.32,4235 FORT DUPONT TERRACE SE,24672,140399
-8562703.91951747,4706173.10139779,Developing Divine Beings,"210 1/2 57th ST, NE ",CDH-102981,Full License,2025/02/13 05:00:00+00,2028/02/29 05:00:00+00,7,20019,Home Provider,setenab@gmail.com,(202) 746-3806,,,,Setena Brown,,2024/08/08 04:00:00+00,2024/08/01 04:00:00+00,1,0,5,0,6,Zulieka.Crawford@dc.gov,38.89171125,-76.92007578,406933.74,135988.22,210 1/2 57TH STREET NE,316800,140400
-8563160.66747789,4707950.48300068,Mamie Child Development Center 1,"1100 Eastern AVE, NE ",CDC-102982,Full License,2025/03/04 05:00:00+00,2028/03/31 04:00:00+00,7,20019,Owner/Director,mamiechilddevelopmentcenter1100@yahoo.com,(202) 549-6417,,,,Octavious  Forson,,2024/07/31 04:00:00+00,2024/06/26 04:00:00+00,0,0,16,0,16,Zulieka.Crawford@dc.gov,38.90413742,-76.92417882,406576.64,137367.32,1100 EASTERN AVENUE NE,74597,140401
-8576491.28505144,4707216.2166773,IMF Childcare Center /2555 LP - Learning Leaf LLC,"700 19th ST, NW ",CDC-102985,Full License,2024/12/09 05:00:00+00,2027/12/31 05:00:00+00,2,20431,Other,ashley@learningleaf.com,(202) 857-1900,,,,Ashley Haynes,MP,2014/02/21 05:00:00+00,2024/09/17 04:00:00+00,8,28,8,0,44,jazmin.hunt@dc.gov,38.89900456,-77.04392976,396189.31,136795.68,700 19TH STREET NW,241084,140402
-8570755.63000253,4697686.64363279,Crystal Child Development Center,"866 Yuma ST, SE ",CDC-102987,Full License,2024/12/06 05:00:00+00,2027/12/31 05:00:00+00,8,20032,Owner/Director,adeola@crystalhomecare.net,(202) 341-3504,,,,Adeola  Oyekola,,2024/10/15 04:00:00+00,2024/10/10 04:00:00+00,8,0,7,0,15,kanell.johnson@dc.gov,38.83235042,-76.99240551,400659.4,129395.69,866 YUMA STREET SE,81555,140403
-8573424.03098735,4716776.56272503,De Colores Learning Center III,"6226 -6228 Third ST, NW ",CDC-102988,Full License,2024/12/12 05:00:00+00,2027/12/31 05:00:00+00,4,20011,Other,florencia@decoloresdc.com,(202) 291-2164,,,,Florencia del Villar,Executive  Director,2024/10/04 04:00:00+00,2024/10/16 04:00:00+00,0,0,16,0,16,yesset.makonnen@dc.gov,38.9658108,-77.01637615,398580.78,144211,6226 3RD STREET NW,280085,140404
-8574936.61681987,4715832.11128971,Curious Explorers Home #1 LLC,"5732 13th ST, NW ",CDX-102997,Full License,2024/12/09 05:00:00+00,2027/12/31 05:00:00+00,4,20011,Owner/Director,isatou@curiousexplorers.com,(202) 397-5483,,,,Isatou Jabang,,2019/04/03 04:00:00+00,2024/09/14 04:00:00+00,6,0,3,0,9,stephanie.tindal@dc.gov,38.95921422,-77.02996394,397402.97,143478.98,5732 13TH STREET NW,257846,140405
-8568995.02584222,4705231.62433634,Alphabet - A Child Development Center,"1901 C ST, SE ",CDC-102999,Full License,2025/01/22 05:00:00+00,2028/01/31 05:00:00+00,7,20003,Owner/Director,crg@dcalphabeta.com,(202) 360-6393,,,,Charlene Roach-Glymph,,2024/10/29 04:00:00+00,2024/10/14 04:00:00+00,8,0,20,0,28,kimberly.handon-lindsey@dc.gov,38.88512824,-76.97658974,402031.12,135254.68,1901 C STREET SE,314740,140406
-8572293.54148848,4707849.94808961,Test  Facility11062024,1050 First Street Northeast ,CDX-103001,Full License,2024/11/06 05:00:00+00,2027/11/06 04:00:00+00,2,20002,Home Provider,Neeraj.Deorah@dc.gov,0 (000) 000-0000,,,,Neeraj Deorah,,,,0,0,0,0,0,clement.idun@dc.gov,38.90343495,-77.0062208,399460.41,137286.59,1050 1ST STREET NE,310029,140407
-8572256.30793003,4707805.49352498,ADT,1090 1st Street Northeast ,CDH-103002,Full License,2024/01/22 05:00:00+00,2025/01/22 05:00:00+00,1,20002,Center Director,adtquickbase3@gmail.com,(908) 767-5645,,,,Quickbase ADT,,,,0,0,0,0,0,clement.idun@dc.gov,38.90312385,-77.00588632,399489.42,137252.09,,809285,140408
-8572293.54148848,4707849.94808961,Test Subsidy Provider_ABC,1050 1st Street ,CDH-103003,Full License,2024/11/07 05:00:00+00,2025/01/22 05:00:00+00,1,20002,Center Director,adtquickbase3@gmail.com,(890) 675-4562,,,,Quickbase ADT,,,,0,0,0,0,0,clement.idun@dc.gov,38.90343495,-77.0062208,399460.41,137286.59,1050 1ST STREET NE,310029,140409
-8573618.74486258,4704428.91778664,"Edward C. Mazique Parent Child Center, @ Amidon Bowen","401 I Street,  SW ",CDC-103005,Full License,2025/01/22 05:00:00+00,2028/01/31 05:00:00+00,6,20024,Other,akeys@ecmpcc.org,(202) 578-4837,,,,Almeta R. Keys,Executive Director,2024/12/02 05:00:00+00,2024/11/22 05:00:00+00,8,0,8,0,16,stephanie.tindal@dc.gov,38.8795154,-77.0181253,398427.29,134631.47,401 I STREET SW,294482,140410
-8572508.37377418,4715734.42971802,"Precious Blessings, LLC","5618 New Hampshire AVE, NE ",CDX-103009,Full License,2025/03/05 05:00:00+00,2028/03/31 04:00:00+00,4,20011,Owner/Director,cesar.e.morales904@gmail.com,(202) 550-9979,,,,Cesar Morales,,2024/10/08 04:00:00+00,2024/10/08 04:00:00+00,6,0,3,0,9,ronica.milledge1@dc.gov,38.95853189,-77.00815066,399293.56,143402.84,5618 NEW HAMPSHIRE AVENUE NE,7273,140411
-8576285.41341381,4710614.90590655,Mesac Child Development Center III,"1782 Columbia RD, NW #1 & 2 ",CDC-103011,Full License,2025/03/11 04:00:00+00,2028/03/31 04:00:00+00,1,20009,Owner/Director,maria.cabieses@mesacccdc.com,(202) 631-9515,,,,Maria Del Carmen Cabieses,,2025/02/06 05:00:00+00,2025/02/02 05:00:00+00,8,18,32,0,58,Zulieka.Crawford@dc.gov,38.92276108,-77.04208038,396350.95,139432.81,1782 COLUMBIA ROAD NW,235614,140412
-8568759.92363235,4701027.56125752,Rocketship Rise Academy,"2335 Raynolds PL, SE ",CDC-102717,Full License,2024/07/22 04:00:00+00,2026/09/30 04:00:00+00,8,20020,Other,rhustedt@rsed.org,(402) 310-9586,,,,Rachel Hustedt,Extended Learning Compliance Specialist,2020/06/25 04:00:00+00,2024/07/22 04:00:00+00,0,23,0,113,136,ronica.milledge1@dc.gov,38.85572509,-76.97447778,402215.27,131990.76,2335 RAYNOLDS PLACE SE,48301,140413
-8570581.27907151,4711285.8843895,Petit Scholars,"2940 12th ST, NE ",CDC-910076,Full License,2023/10/27 04:00:00+00,2026/10/31 04:00:00+00,5,20017,Owner/Director,petitscholars@gmail.com,(202) 506-3357,,,,Lashada Ham-Campbell,,2018/05/18 04:00:00+00,2024/10/03 04:00:00+00,7,5,21,0,33,kimberly.handon-lindsey@dc.gov,38.92745061,-76.99083929,400794.33,139952.55,2940 12TH STREET NE,289593,140414
-8575697.09742404,4711417.49225299,Barbara Chambers Children's Center #4,"3060   16th ST, NW   Unit #30 ",CDC-102843,Full License,2022/06/21 04:00:00+00,2025/03/31 04:00:00+00,1,20009,Center Director,cdimajo@barbarachambers.org,(202) 964-4880,,,,Liliana Carolina Di-Majo,,2021/08/18 04:00:00+00,2024/03/14 04:00:00+00,16,0,24,0,40,kanell.johnson@dc.gov,38.92837033,-77.03679545,396809.49,140055.25,3060 16TH STREET NW,226344,140415
-8573843.60155674,4713456.20089701,ABC Child Development Center,"32 Grant Circle, NW ",CDC-909842,Full License,2024/02/06 05:00:00+00,2027/01/31 05:00:00+00,4,20011,Center Director,ABCCHILDDEVELOPMENT@YAHOO.COM,(202) 829-8444,,,,LaKeeda Wilson,,2010/07/09 04:00:00+00,2024/06/18 04:00:00+00,14,44,31,116,205,yesset.makonnen@dc.gov,38.94261564,-77.02014522,398253.57,141636.19,32 GRANT CIRCLE NW,247538,140416
-8579024.06228012,4711981.91127551,Cleveland Park Kinderhaus,"3400  Lowell ST, NW ",CDC-908682,Full License,2024/02/05 05:00:00+00,2027/02/28 05:00:00+00,3,20016,Center Director,clevelandparkkinderhausdc@gmail.com,(202) 686-3570,,,,Anne Marie Linn,,2003/01/24 05:00:00+00,2024/12/16 05:00:00+00,12,20,22,0,54,yesset.makonnen@dc.gov,38.93231454,-77.06668207,394218.36,140494.56,3400 LOWELL STREET NW,221258,140417
-8566447.04340691,4702631.03679683,Lena Sears Child Development Center,"3456  Pennsyvania AVE, SE ",CDC-910195,Full License,2024/07/22 04:00:00+00,2027/03/31 04:00:00+00,7,20020,Center Director,lwhite@lenasears.org,(202) 584-7761,,,,Latricia White,,2014/05/06 04:00:00+00,2024/07/18 04:00:00+00,11,34,60,0,105,Makia.Tabourn@dc.gov,38.86694154,-76.95370083,404018.03,133236.54,3456 PENNSYLVANIA AVENUE SE,150712,140418
-8579442.59839308,4715055.12340026,Auguste Montessori School,"3600 Everett ST, NW ",CDC-908891,Full License,2023/11/01 04:00:00+00,2026/11/30 05:00:00+00,3,20008,Center Director,vqoconnor@gmail.com,(202) 237-1788,,,,Valerie O'Connor,,1997/07/24 04:00:00+00,2024/06/07 04:00:00+00,0,22,8,0,30,yesset.makonnen@dc.gov,38.95378623,-77.07044184,393894.21,142878.39,3600 EVERETT STREET NW,332396,140419
-8566002.57268999,4705663.43900095,Sheila J. Harley,"3926  Burns CT, SE ",CDH-909767,Full License,2024/03/01 05:00:00+00,2026/12/31 05:00:00+00,7,20019,Owner/Director,sheilayj@aol.com,(202) 257-3480,,,,Sheila Harley,,2010/07/22 04:00:00+00,2024/03/27 04:00:00+00,2,2,2,0,6,kanell.johnson@dc.gov,38.88814766,-76.94970808,404363.24,135590.8,3926 BURNS COURT SE,299491,140420
-8572532.29047694,4697625.61626011,Jewel's New Beginning Learning Center II,"3927 - 3935 South Capitol  ST, SW ",CDC-102590,Full License,2024/06/04 04:00:00+00,2027/04/30 04:00:00+00,8,20032,Owner/Director,jewel@jnblc.org,(202) 506-3124,,,,Jewel  Parker,,2013/06/07 04:00:00+00,2024/09/19 04:00:00+00,16,32,16,0,64,ronica.milledge1@dc.gov,38.83192303,-77.00836552,399273.65,129348.29,3927 SOUTH CAPITOL STREET SW,276604,140421
-8571671.2623698,4715785.46112603,Newlen Early Childhood School Readiness Center,"405  Riggs RD, NE ",CDC-102541,Full License,2023/10/10 04:00:00+00,2026/10/31 04:00:00+00,4,20011,Center Director,services@newleneducation.com,(202) 248-1397,,,,Gladiste Auguste,,2016/04/04 04:00:00+00,2024/04/15 04:00:00+00,0,27,24,0,51,Makia.Tabourn@dc.gov,38.95888836,-77.00063077,399945.33,143442.38,405 RIGGS ROAD NE,27347,140422
-8580660.36089909,4708295.45923065,The Montessori School of Washington,"4380 MacArthur BLVD, NW Unit 200",CDC-102744,Full License,2022/08/29 04:00:00+00,2025/08/31 04:00:00+00,3,20007,Other,funmi@montessoriwashington.org,(202) 338-1557,,,,Funmi Kuye,Owner,2019/07/18 04:00:00+00,2024/07/29 04:00:00+00,0,0,32,0,32,kanell.johnson@dc.gov,38.90654934,-77.08138119,392941.33,137635.44,4380 MACARTHUR BOULEVARD NW,284898,140423
-8573539.39870063,4707218.39809385,"Tiny Findings, Inc.","441 G ST, NW ",CDC-907849,Full License,2024/07/16 04:00:00+00,2027/06/30 04:00:00+00,6,20548,Other,admin@tinyfindingscdc.org,(202) 512-3122,,,,David Zangueneh,Operations Specialist,,2024/08/26 04:00:00+00,24,56,46,0,126,jazmin.hunt@dc.gov,38.89901948,-77.01741252,398489.55,136796.6,441 G STREET NW,237589,140424
-8572440.44449771,4696726.41016484,Emergent Preparatory Academy V,"4415 South Capitol ST, SW ",CDC-102821,Full License,2024/10/24 04:00:00+00,2027/07/31 04:00:00+00,8,20032,Owner/Director,deloresmcgee.emergent@gmail.com,(202) 399-3111,,,,Delores McGee,,2021/06/03 04:00:00+00,2023/10/23 04:00:00+00,16,12,20,0,48,Zulieka.Crawford@dc.gov,38.82563031,-77.00754045,399345.23,128649.75,4415 SOUTH CAPITOL STREET SW,299811,140425
-8564172.78799677,4704333.63161868,La Juanda Hill,"4634  H ST, SE ",CDX-102554,Full License,2024/09/26 04:00:00+00,2026/12/31 05:00:00+00,7,20019,Home Provider,lhill4634@gmail.com,(202) 569-6620,,,,La Juanda D. Hill,,2016/05/16 04:00:00+00,2024/08/22 04:00:00+00,2,3,4,0,9,ronica.milledge1@dc.gov,38.87884905,-76.93327085,405790.06,134559.46,4634 H STREET SE,18551,140426
-8572788.33768398,4696093.45571318,Big Mama's Children's Center,"4680 Martin Luther King Jr. AVE, SW ",CDC-906841,Full License,2024/08/23 04:00:00+00,2027/03/31 04:00:00+00,8,20032,Owner/Director,hbridget223@yahoo.com,(202) 563-5303,,,,Bridget Hall,,2007/11/02 04:00:00+00,2024/02/07 05:00:00+00,8,30,16,34,88,Makia.Tabourn@dc.gov,38.82120085,-77.01066563,399073.8,128158.04,4680 MARTIN LUTHER KING JR AVENUE SW,150826,140427
-8575277.36033856,4714150.69440236,Curious Explorers Center West Campus,"4704 14th ST,  NW ",CDC-102800,Full License,2024/10/01 04:00:00+00,2027/04/30 04:00:00+00,4,20011,Owner/Director,isatou@curiousexplorers.com,(202) 509-6305,,,,Isatou Jabang,,2020/11/09 05:00:00+00,2024/05/14 04:00:00+00,8,8,14,0,30,jazmin.hunt@dc.gov,38.94746815,-77.03302489,397137.2,142175.15,4704 14TH STREET NW,255669,140428
-8580583.91027972,4714730.09866478,Communikids Preschool LLC I,"4719  Wisconsin  AVE, NW ",CDC-909793,Full License,2024/12/02 05:00:00+00,2026/09/30 04:00:00+00,3,20016,Center Director,tia@communikids.com,(202) 363-0133,,,,Tia Frazier-Buckman,,2018/06/05 04:00:00+00,2024/06/17 04:00:00+00,0,42,32,0,74,yesset.makonnen@dc.gov,38.95151598,-77.08069442,393005.31,142627.07,4719 WISCONSIN AVENUE NW,300798,140429
-8573676.85869662,4708258.12833912,Early Learners Academy,"474 Ridge ST, NW ",CDC-102649,Full License,2024/06/03 04:00:00+00,2027/06/30 04:00:00+00,2,20001,Owner/Director,earlylearnersacademyela@gmail.com,(703) 589-0990,,,,Chakeri Dixie,,2018/02/12 05:00:00+00,2024/05/17 04:00:00+00,8,13,27,10,58,stephanie.tindal@dc.gov,38.90628804,-77.01864734,398382.6,137603.49,474 RIDGE STREET NW,237490,140430
-8572457.80636742,4714489.06466342,Irma Yolanda Tzul-de Morales/Little Blessings LLC,"4840  1/2  Fort Totten DR, NE APT 106",CDH-909776,Full License,2023/12/22 05:00:00+00,2026/12/31 05:00:00+00,5,20011,Home Provider,littleblessingscdh@yahoo.com,(202) 234-7010,,,,Irma Tzul De Morales,,2009/04/17 04:00:00+00,2024/09/17 04:00:00+00,2,2,2,0,6,yesset.makonnen@dc.gov,38.94983176,-77.00769641,399332.85,142437.08,4840 1/2 FORT TOTTEN DRIVE NE,303654,140431
-8582515.72469649,4709888.33819189,"The River School, Inc.","4880  MacArthur BLVD, NW ",CDC-909355,Full License,2024/03/04 05:00:00+00,2027/02/28 05:00:00+00,3,20007,Other,tarmstrong@riverschool.net,(202) 337-3554,,,,Tracy Armstrong,Other,2003/07/01 04:00:00+00,2025/01/23 05:00:00+00,8,104,36,72,220,yesset.makonnen@dc.gov,38.91768304,-77.0980482,391497.03,138872.83,4880 MACARTHUR BOULEVARD NW,285007,140432
-8572336.59906361,4704297.17012701,Bambini Play & Learn at Navy Yard,"50 K ST, SE ",CDC-102946,Full License,2025/01/27 05:00:00+00,2027/10/31 04:00:00+00,6,20003,Other,jennifer.paschal@otterlearning.com,(770) 309-7460,,,,JenniferPaschal,VP of Operations,2023/11/28 05:00:00+00,2024/08/15 04:00:00+00,16,0,52,0,68,kanell.johnson@dc.gov,38.87859374,-77.00660759,399426.66,134529.06,50 K STREET SE,336988,140433
-8571518.33025956,4704857.19125071,"DC Childcare, LLC","501  E ST, SE ",CDC-910142,Restricted,2025/02/09 05:00:00+00,2025/03/11 04:00:00+00,6,20003,Owner/Director,dcchildcare1@gmail.com,(202) 590-6914,,,,Ann Shorter,,2013/08/16 04:00:00+00,2024/12/09 05:00:00+00,6,0,26,0,32,stephanie.tindal@dc.gov,38.88251029,-76.99925696,400064.47,134963.77,501 E STREET SE,15241,140434
-8571402.67061513,4714647.86958111,Bright Minds Child Care (Bright Minds CDH),"5036 6th PL, NE ",CDH-102902,Full License,2023/09/15 04:00:00+00,2026/09/30 04:00:00+00,5,20017,Home Provider,BrightMindsCDH@yahoo.com,(202) 460-7267,,,,Diana Hayden,,2021/12/10 05:00:00+00,2024/06/24 04:00:00+00,2,2,2,0,6,jazmin.hunt@dc.gov,38.95094152,-76.99821797,400154.47,142560.21,5036 6TH PLACE NE,14390,140435
-8582946.25450113,4710950.15374576,Palisades Montessori Infant and Toddler Center II,"5110 Macarthur Blvd, NW ",CDC-102884,Full License,2023/10/05 04:00:00+00,2026/04/30 04:00:00+00,3,20016,Center Director,Heather@palisadesmontessori.com,(202) 537-6807,,,,Heather Gustafson,,2023/01/13 05:00:00+00,2023/12/05 05:00:00+00,8,0,8,0,16,jazmin.hunt@dc.gov,38.92510437,-77.10191572,391162.55,139696.99,5110 MACARTHUR BOULEVARD NW,285093,140436
-8570415.60685368,4715129.33817428,Dalia Perez Barrios,"5123 12th ST, NE ",CDX-102603,Full License,2024/05/06 04:00:00+00,2027/03/31 04:00:00+00,5,20011,Home Provider,dalybarrios@gmail.com,(202) 815-1255,,,,Dalia Perez Barrios,,2016/09/01 04:00:00+00,2024/02/12 05:00:00+00,3,3,3,0,9,kimberly.handon-lindsey@dc.gov,38.95430501,-76.98935103,400923.03,142933.64,5123 12TH STREET NE,12786,140437
-8573900.2994432,4710405.63068591,Howard University Early Learning Program,"531  College ST, NW ",CDC-909645,Full License,2024/03/25 04:00:00+00,2027/03/31 04:00:00+00,1,20059,Other,kisha.lee@howard.edu,(202) 806-7102,,,,KIsha Lee,Program Director,2005/08/17 04:00:00+00,2024/03/14 04:00:00+00,0,19,16,25,60,stephanie.tindal@dc.gov,38.92129881,-77.02065454,398208.88,139269.81,531 COLLEGE STREET NW,291470,140438
-8574755.01994676,4715504.60011347,Bright Start Early Care Preschool II,"5524 Georgia AVE, NW ",CDC-102782,Temporary Closure,2025/03/04 05:00:00+00,2027/01/31 05:00:00+00,4,20011,Center Director,brightstartcares@gmail.com,(202) 722-2273,,,,Marcia St. Hilaire- Finn,,2020/07/15 04:00:00+00,2024/07/17 04:00:00+00,0,15,0,0,15,Makia.Tabourn@dc.gov,38.95692644,-77.02833262,397544.28,143224.97,5524 GEORGIA AVENUE NW,259341,140439
-8573954.52005382,4715458.69006543,Maria Antonia Romano,"601 Kennedy ST, NW ",CDX-102635,Full License,2024/06/06 04:00:00+00,2026/11/30 05:00:00+00,4,20011,Home Provider,mromano545@gmail.com,(202) 604-4520,,,,Maria Antonia Romano,,2017/05/09 04:00:00+00,2023/10/17 04:00:00+00,4,2,3,0,9,kanell.johnson@dc.gov,38.95660574,-77.02114161,398167.55,143189.2,601 KENNEDY STREET NW,246715,140440
-8573850.16162527,4707626.4205123,Arnold & Porter  LLP Children Center,"601 Massachusetts  AVE, NW ",CDC-910274,Full License,2023/10/25 04:00:00+00,2026/10/31 04:00:00+00,6,20001,Center Director,simeon.lehmann@arnoldporter.com,(202) 942-5437,,,,Simeon Lehmann,,2015/08/14 04:00:00+00,2024/09/12 04:00:00+00,16,30,16,0,62,kimberly.handon-lindsey@dc.gov,38.90187231,-77.02020415,398247.46,137113.3,601 MASSACHUSETTS AVENUE NW,305814,140441
-8574659.2197705,4716571.08348276,"Bridges Academy, Inc","6119 Georgia AVE, NW ",CDC-907365,Full License,2024/05/14 04:00:00+00,2026/11/30 05:00:00+00,4,20011,Center Director,bridgesacademydc@gmail.com,(202) 829-1901,,,,Lillette Campbell,,1996/08/16 04:00:00+00,2024/03/27 04:00:00+00,0,26,24,90,140,ronica.milledge1@dc.gov,38.96437593,-77.02747204,397619.12,144051.91,6119 GEORGIA AVENUE NW,295158,140442
-8571304.77160376,4696574.63992693,Lubertha Wilson Payne,"620 Southern AVE, SE ",CDH-909684,Full License,2024/03/11 04:00:00+00,2026/10/31 04:00:00+00,8,20032,Home Provider,LUBERTHAPAYNE@YAHOO.COM,(202) 702-0965,,,,Lubertha Payne,,2010/07/26 04:00:00+00,2024/12/16 05:00:00+00,2,0,4,0,6,stephanie.tindal@dc.gov,38.82456849,-76.99733853,400231.11,128531.82,620 SOUTHERN AVENUE SE,3686,140443
-8574316.58422266,4717333.45134151,Cleotilde Galvez Kimmell,"6524 8th ST, NW ",CDX-909721,Full License,2023/12/29 05:00:00+00,2026/11/30 05:00:00+00,4,20012,Home Provider,kimmellcleotilde@yahoo.com,(202) 882-2317,,,,Cleotilde Galvez Kimmell,,2010/07/02 04:00:00+00,2024/11/19 05:00:00+00,4,6,2,0,12,kimberly.handon-lindsey@dc.gov,38.96970067,-77.02439409,397886.03,144642.93,6524 8TH STREET NW,253994,140444
-8574644.19988638,4717762.09700017,Primrose School At The Parks DC,"6800 Georgia AVE, NW Suite 101 ",CDC-102837,Full License,2025/03/12 04:00:00+00,2027/10/31 04:00:00+00,4,20012,Owner/Director,mike@primrosedb.com ,(202) 545-0600,,,,Mike Patel,,2022/06/14 04:00:00+00,2024/10/23 04:00:00+00,8,48,96,0,152,Makia.Tabourn@dc.gov,38.97269402,-77.02733711,397631.09,144975.33,6800 GEORGIA AVENUE NW,292802,140445
-8573188.40016087,4717916.09167398,Takoma Children's Center Inc,"6925  Willow ST, NW ",CDC-909397,Full License,2024/06/12 04:00:00+00,2026/12/31 05:00:00+00,4,20012,Center Director,Rebecca@takomachildren.org ,(202) 726-9220,,,,Rebecca Heather Wadler,,2001/06/27 04:00:00+00,2024/06/18 04:00:00+00,0,36,12,0,48,stephanie.tindal@dc.gov,38.9737695,-77.01425944,398764.36,145094.46,6925 WILLOW STREET NW,280101,140446
-8571141.83297977,4712025.47601577,"Bennett Babies, Inc.","700 Monroe ST, NE ",CDC-909657,Full License,2024/06/13 04:00:00+00,2027/01/31 05:00:00+00,5,20017,Center Director,bennettbabiescdc@gmail.com,(202) 526-1400 x118,,,,Melissa Hall,,2006/09/14 04:00:00+00,2025/02/20 05:00:00+00,13,0,16,0,29,kanell.johnson@dc.gov,38.93261863,-76.99587482,400357.67,140526.25,700 MONROE STREET NE,300,140447
-8573908.25458222,4718167.92027002,Mi Palacio Child Development Center LLC,"7005 Piney Branch RD, NW ",CDC-910053,Full License,2024/03/15 04:00:00+00,2026/10/31 04:00:00+00,4,20012,Owner/Director,info@mipalaciodaycare.com,(202) 276-3437,,,,Marisol Espinosa,,2012/04/30 04:00:00+00,2023/09/18 04:00:00+00,8,11,6,0,25,kimberly.handon-lindsey@dc.gov,38.9755282,-77.020726,398204.05,145289.8,7005 PINEY BRANCH ROAD NW,251254,140448
-8571120.31186516,4712088.15299694,Petit Scholars Brookland,"701 Michigan AVE, NE ",CDC-102924,Full License,2023/11/07 05:00:00+00,2026/11/30 05:00:00+00,5,20017,Owner/Director,lashada@petitscholars.com,(202) 506-5767,,,,LaShanda Ham-Campbell,,2023/08/30 04:00:00+00,2025/01/06 05:00:00+00,16,8,18,0,42,kimberly.handon-lindsey@dc.gov,38.93305661,-76.9956815,400374.43,140574.87,701 MICHIGAN AVENUE NE,288865,140449
-8569598.38280358,4707168.906186,Marian Dunmore,"702 16th ST, NE ",CDX-102608,Full License,2024/10/11 04:00:00+00,2026/11/30 05:00:00+00,7,20002,Home Provider,marian.dunmore@gmail.com,(202) 377-9732,,,,Marian Elizabeth Dunmore,,2017/03/17 04:00:00+00,2024/03/21 04:00:00+00,4,1,4,0,9,Makia.Tabourn@dc.gov,38.89867347,-76.98200978,401560.57,136758.2,702 16TH STREET NE,58,140450
-8568982.94865196,4707046.8459736,Friendship Public Charter School @ Blow Pierce Campus,"725 19th ST, NE ",CDC-910022,Full License,2024/02/06 05:00:00+00,2027/01/31 05:00:00+00,7,20002,Other,Acampbell@friendshipschools.org,(202) 281-1714,,,,Jackson Campbell,Compliance Director,2011/11/16 05:00:00+00,2023/03/14 04:00:00+00,0,50,0,125,175,Makia.Tabourn@dc.gov,38.89782045,-76.97648125,402040.17,136663.58,725 19TH STREET NE,288919,140451
